quarter,quarter_label,quarter_end_date,geography_type,geography_code,geography_name,remoteness,support_class,support_type,support_type_group,atlas_service_type_filter,payments,local_support_share,payment_growth_rate,payments_per_funded_plan,payments_per_1000_population,national_support_share,remoteness_support_share,support_location_quotient,remoteness_support_location_quotient,national_benchmark,remoteness_benchmark,support_payment_gap_from_national_benchmark,support_payment_gap_from_remoteness_benchmark,support_share_gap_from_national,support_share_gap_from_remoteness,support_lq_gap_from_remoteness,projected_next_quarter_payments,projected_next_quarter_payment_change,support_undersupply_score,support_growth_score,support_payment_scale_score,support_payment_intensity_score,support_business_opportunity_score,support_advocacy_opportunity_score,service_type_opportunity_score,service_type_opportunity_rank,service_type_opportunity_segment,business_opportunity_score,advocacy_opportunity_score,underfunded_advocacy_score,underserviced_provider_score,funded_plans_per_1000_delta_from_national_mean,funded_plans_per_1000_delta_from_national_median,mean_plan_utilisation_delta_from_national_median,provider_saturation_delta_from_national_mean,provider_saturation_delta_from_national_median,active_provider_rate_delta_from_national_mean,active_provider_rate_delta_from_national_median,atlas_default_metric_value,atlas_default_metric_label,atlas_metric_interpretation,atlas_utilisation_median_band,payment_item_participant_count_sum_not_unique,suppressed_payment_item_rows,suppressed_participant_item_rows,source_item_rows,area_total_payments,funded_plan_count,population_count,reliability_flag
2024Q2,2024 Q2,2023-12-31,ndia_service_area,Central Coast,Central Coast,Inner Regional Australia,Capacity Building,Therapy,Therapy,Therapy,46122000.0,0.0742731626563259,,4139.100780759221,128898.65182104768,0.0732388459146714,0.07678721984285589,1.014122515568576,0.9672594320816019,0.0732388459146714,0.07678721984285589,-642287.9415991828,1561174.2035769597,-0.0010343167416544952,0.002514057186529986,0.03274056791839808,46122000.0,0.0,0.6309027777777777,0.5005208333333333,0.765625,0.6864583333333333,0.5912847222222222,0.4705729166666667,0.5309288194444444,33.0,monitor,0.3729166666666667,0.36388888888888893,0.46458333333333335,0.4229166666666666,7.021194795256257,5.336273234500538,0.030000000000000027,-1.884708417438011,0.3373254529744436,3.36260669693543,-1.6308916343422908,0.2847222222222222,Benchmark opportunity index,"Atlas benchmark fields compare each service area with the national service-area median for the same quarter. The map colour uses utilisation delta from the national median, where higher utilisation is greener and lower utilisation is redder.",Above national median,20743.0,6.0,6.0,42.0,620978000.0,11143.0,357816.0,suppression_present
2024Q3,2024 Q3,2024-03-31,ndia_service_area,Central Coast,Central Coast,Inner Regional Australia,Capacity Building,Therapy,Therapy,Therapy,48067000.0,0.0754137661070292,0.04217076449416757,4188.480306727082,134334.4065106088,0.0730436176686096,0.0764881348248175,1.0324483988344153,0.985953785900925,0.0730436176686096,0.0764881348248175,-1510678.1012346148,684777.9102377072,-0.0023701484384195948,0.0010743687177883071,0.014046214099075027,50094022.13694115,2027022.1369411498,0.5618055555555556,0.6385416666666667,0.7666666666666667,0.686965811965812,0.6105779914529915,0.4440972222222222,0.5273376068376069,41.0,monitor,0.3989102564102564,0.375,0.48333333333333334,0.35624999999999996,7.385587189938313,5.479088187896835,0.030000000000000027,,,,,0.2770833333333333,Benchmark opportunity index,"Atlas benchmark fields compare each service area with the national service-area median for the same quarter. The map colour uses utilisation delta from the national median, where higher utilisation is greener and lower utilisation is redder.",Above national median,21344.0,6.0,6.0,42.0,637377000.0,11476.0,357816.0,suppression_present
2024Q4,2024 Q4,2024-06-30,ndia_service_area,Central Coast,Central Coast,Inner Regional Australia,Capacity Building,Therapy,Therapy,Therapy,49223000.0,0.0750125343456309,0.02404976387126312,4186.34121449226,137565.1172669752,0.0728309190904102,0.07603191026277624,1.0299545204491036,0.9865927882960952,0.0728309190904102,0.07603191026277624,-1431569.385630101,668911.4187029824,-0.0021816152552207035,0.0010193759171453348,0.013407211703904798,50406801.527035184,1183801.5270351842,0.5614583333333333,0.4322916666666667,0.7666666666666667,0.684375,0.5691666666666666,0.4389756944444444,0.5040711805555556,54.0,monitor,0.40104166666666663,0.37256944444444445,0.46249999999999997,0.359375,7.589014782897198,5.930886193284479,0.020000000000000018,,,,,0.2760416666666667,Benchmark opportunity index,"Atlas benchmark fields compare each service area with the national service-area median for the same quarter. The map colour uses utilisation delta from the national median, where higher utilisation is greener and lower utilisation is redder.",Above national median,21373.0,6.0,6.0,42.0,656197000.0,11758.0,357816.0,suppression_present
2025Q1,2025 Q1,2024-09-30,ndia_service_area,Central Coast,Central Coast,Inner Regional Australia,Capacity Building,Therapy,Therapy,Therapy,50574000.0,0.074111088967304,0.027446518903764483,4179.669421487603,141340.80085854183,0.0722883142616353,0.07541977327042473,1.025215343922276,0.9826479947317222,0.0722883142616353,0.07541977327042473,-1243876.0413459763,893056.6379240006,-0.0018227747056687033,0.0013086843031207274,0.017352005268277848,51962080.24703898,1388080.2470389828,0.5760416666666667,0.5135416666666667,0.7677083333333333,0.6875,0.5825416666666667,0.43203125000000003,0.5072864583333334,46.0,monitor,0.36791666666666667,0.34166666666666673,0.4479166666666667,0.3625,7.662709080730178,6.045655817823214,0.030000000000000027,,,,,0.2791666666666666,Benchmark opportunity index,"Atlas benchmark fields compare each service area with the national service-area median for the same quarter. The map colour uses utilisation delta from the national median, where higher utilisation is greener and lower utilisation is redder.",Above national median,21691.0,7.0,7.0,42.0,682408000.0,12100.0,357816.0,suppression_present
2025Q2,2025 Q2,2024-12-31,ndia_service_area,Central Coast,Central Coast,Inner Regional Australia,Capacity Building,Therapy,Therapy,Therapy,52147000.0,0.0747479351755495,0.031102938268675606,4159.779834077855,145736.91506249024,0.0725258863775151,0.0757798042980715,1.0306380095303913,0.9863833229436266,0.0725258863775151,0.0757798042980715,-1550185.679363124,719871.1108980104,-0.002222048798034393,0.0010318691225220111,0.013616677056373372,53768924.92189663,1621924.921896629,0.563888888888889,0.6385416666666667,0.76875,0.690625,0.6052777777777778,0.4262152777777778,0.5157465277777777,49.0,monitor,0.3645833333333333,0.3347222222222222,0.45625,0.35,8.07700322504029,6.241917687361127,0.040000000000000036,,,,,0.26666666666666666,Benchmark opportunity index,"Atlas benchmark fields compare each service area with the national service-area median for the same quarter. The map colour uses utilisation delta from the national median, where higher utilisation is greener and lower utilisation is redder.",Above national median,22115.0,5.0,5.0,41.0,697638000.0,12536.0,357816.0,suppression_present
2025Q3,2025 Q3,2025-03-31,ndia_service_area,Central Coast,Central Coast,Inner Regional Australia,Capacity Building,Therapy,Therapy,Therapy,52842000.0,0.0731415631548787,0.013327708209484701,4138.951985587843,147679.25414179353,0.0708805680859562,0.07397991829482391,1.0318986589692765,0.9886678012186468,0.0708805680859562,0.07397991829482391,-1633483.019483909,605679.731115073,-0.0022609950689224945,0.0008383551399452072,0.011332198781353164,53546262.75720559,704262.7572055906,0.5576388888888889,0.39479166666666665,0.7697916666666667,0.6927083333333334,0.5578611111111111,0.4262152777777778,0.49203819444444447,48.0,monitor,0.374375,0.33993055555555557,0.4479166666666667,0.359375,8.273029387320161,6.227684614601184,0.030000000000000027,,,,,0.2760416666666667,Benchmark opportunity index,"Atlas benchmark fields compare each service area with the national service-area median for the same quarter. The map colour uses utilisation delta from the national median, where higher utilisation is greener and lower utilisation is redder.",Above national median,22532.0,8.0,8.0,43.0,722462000.0,12767.0,357816.0,suppression_present
2025Q4,2025 Q4,2025-06-30,ndia_service_area,Central Coast,Central Coast,Inner Regional Australia,Capacity Building,Therapy,Therapy,Therapy,52898000.0,0.0707577518783616,0.0010597630672570801,4099.0313831848125,147835.7591611331,0.0679975465236088,0.07095057155789491,1.040592719824008,0.9972823378966584,0.0679975465236088,0.07095057155789491,-2063510.2017757222,144150.64268133044,-0.0027602053547527983,0.00019281967953331536,0.002717662103341567,52954059.34673177,56059.34673176706,0.5111111111111111,0.2125,0.7583333333333333,0.6927083333333334,0.5068055555555555,0.3871527777777778,0.44697916666666665,60.0,monitor,0.35937500000000006,0.30312500000000003,0.3875,0.346875,8.287624450717619,6.164859242223059,0.030000000000000027,,,,,0.2677083333333333,Benchmark opportunity index,"Atlas benchmark fields compare each service area with the national service-area median for the same quarter. The map colour uses utilisation delta from the national median, where higher utilisation is greener and lower utilisation is redder.",Above national median,22088.0,10.0,10.0,44.0,747593000.0,12905.0,357816.0,suppression_present
2026Q1,2026 Q1,2025-09-30,ndia_service_area,Central Coast,Central Coast,Inner Regional Australia,Capacity Building,Therapy,Therapy,Therapy,53485000.0,0.0698332410666722,0.011096827857385971,4086.567848410758,149476.26713171016,0.0664246067038728,0.06945560059432022,1.0513158380898724,1.0054371493316676,0.0664246067038728,0.06945560059432022,-2610659.4239306375,-289233.32721251994,-0.0034086343627993954,-0.0003776404723519755,0.0,54078513.837952286,593513.837952286,0.24635416666666668,0.36875,0.7541666666666667,0.6958333333333333,0.4828125,0.31575520833333337,0.3992838541666667,77.0,monitor,0.3489583333333333,0.29270833333333335,0.37083333333333335,0.353125,8.324244158873185,6.371503296125429,0.030000000000000027,,,,,0.27395833333333336,Benchmark opportunity index,"Atlas benchmark fields compare each service area with the national service-area median for the same quarter. The map colour uses utilisation delta from the national median, where higher utilisation is greener and lower utilisation is redder.",Above national median,22249.0,9.0,9.0,44.0,765896000.0,13088.0,357816.0,suppression_present
2024Q2,2024 Q2,2023-12-31,ndia_service_area,Central Highlands,Central Highlands,Inner Regional Australia,Capital,Capital,Capital,Capital,9448000.0,0.024828267644941,,1351.2585812356979,41721.68176177838,0.0193782796494044,0.018799808570579318,1.2812420965193425,1.3206659818757887,0.0193782796494044,0.018799808570579318,-2073905.731893546,-2294033.64540317,-0.005449987995536601,-0.006028459074361683,0.0,9448000.0,0.0,0.24270833333333333,0.5005208333333333,0.37604166666666666,0.31979166666666664,0.3842291666666666,0.43828124999999996,0.4112552083333333,62.0,local specialisation,0.4820833333333333,0.50625,0.4458333333333333,0.5583333333333332,6.75565482802633,5.070733267270612,-0.010000000000000009,-0.7735914444903855,1.4484424259220692,-1.5031739359890395,-6.49667226726676,0.43194444444444446,Benchmark opportunity index,"Atlas benchmark fields compare each service area with the national service-area median for the same quarter. The map colour uses utilisation delta from the national median, where higher utilisation is greener and lower utilisation is redder.",Near national median,1289.0,201.0,201.0,237.0,380534000.0,6992.0,226453.0,suppression_present
2024Q3,2024 Q3,2024-03-31,ndia_service_area,Central Highlands,Central Highlands,Inner Regional Australia,Capital,Capital,Capital,Capital,9969000.0,0.0252206713874784,0.055143945808636685,1379.028911329368,44022.37991989508,0.0194583727189585,0.019322205014763904,1.2961346640721725,1.3052688017856935,0.0194583727189585,0.019322205014763904,-2277669.557004555,-2331492.7016092567,-0.005762298668519902,-0.005898466372714496,0.0,10518729.995766299,549729.9957662988,0.24687500000000004,0.78125,0.378125,0.3450854700854701,0.43843055555555555,0.4405381944444445,0.43948437500000004,54.0,local specialisation,0.44081730769230765,0.49548611111111107,0.4916666666666667,0.528125,7.235976090073631,5.329477088032153,-0.010000000000000009,,,,,0.44895833333333335,Benchmark opportunity index,"Atlas benchmark fields compare each service area with the national service-area median for the same quarter. The map colour uses utilisation delta from the national median, where higher utilisation is greener and lower utilisation is redder.",Near national median,1255.0,199.0,199.0,231.0,395271000.0,7229.0,226453.0,suppression_present
2024Q4,2024 Q4,2024-06-30,ndia_service_area,Central Highlands,Central Highlands,Inner Regional Australia,Capital,Capital,Capital,Capital,10783000.0,0.0264558962078982,0.08165312468652819,1456.571660137782,47616.94479649198,0.0199975281707571,0.020100490641070792,1.3229583167476338,1.316181613688652,0.0199975281707571,0.020100490641070792,-2632327.478050138,-2590361.622549802,-0.006458368037141102,-0.006355405566827409,0.0,11663465.643494833,880465.6434948333,0.24791666666666667,0.9177083333333333,0.39166666666666666,0.3770833333333333,0.476875,0.4538194444444445,0.46534722222222225,50.0,local specialisation,0.45,0.5152777777777778,0.4708333333333334,0.58125,7.4196604831862025,5.761531893573483,-0.020000000000000018,,,,,0.4979166666666666,Benchmark opportunity index,"Atlas benchmark fields compare each service area with the national service-area median for the same quarter. The map colour uses utilisation delta from the national median, where higher utilisation is greener and lower utilisation is redder.",Below national median,1288.0,203.0,203.0,233.0,407584000.0,7403.0,226453.0,suppression_present
2025Q1,2025 Q1,2024-09-30,ndia_service_area,Central Highlands,Central Highlands,Inner Regional Australia,Capital,Capital,Capital,Capital,12207000.0,0.0286583605079481,0.1320597236390615,1580.8080808080808,53905.22536685316,0.021638136472543,0.022065203473654323,1.3244375523887273,1.298803364408851,0.021638136472543,0.022065203473654323,-2990257.4076567814,-2808348.6456004158,-0.007020224035405101,-0.006593157034293778,0.0,13819053.046462024,1612053.0464620236,0.25052083333333336,0.9552083333333333,0.428125,0.43854166666666666,0.5088125,0.43815104166666663,0.4734817708333333,56.0,local specialisation,0.4716666666666667,0.5041666666666667,0.45416666666666666,0.54375,7.946237100070359,6.329183837163395,-0.010000000000000009,,,,,0.4604166666666667,Benchmark opportunity index,"Atlas benchmark fields compare each service area with the national service-area median for the same quarter. The map colour uses utilisation delta from the national median, where higher utilisation is greener and lower utilisation is redder.",Near national median,1512.0,190.0,190.0,230.0,425949000.0,7722.0,226453.0,suppression_present
2025Q2,2025 Q2,2024-12-31,ndia_service_area,Central Highlands,Central Highlands,Inner Regional Australia,Capital,Capital,Capital,Capital,13095000.0,0.0299351234209479,0.07274514622757433,1642.8302596913813,57826.568868595255,0.0232639970776232,0.02372026123328084,1.2867575301469332,1.2620064815705851,0.0232639970776232,0.02372026123328084,-2918257.5343820415,-2718666.6045462303,-0.006671126343324698,-0.0062148621876670605,0.0,14047597.689850086,952597.6898500863,0.24739583333333334,0.8875,0.43333333333333335,0.4583333333333333,0.4963958333333333,0.4009114583333333,0.44865364583333334,63.0,local specialisation,0.45541666666666664,0.4583333333333333,0.4354166666666666,0.4625,8.241593793862396,6.406508256183233,0.0,,,,,0.3791666666666667,Benchmark opportunity index,"Atlas benchmark fields compare each service area with the national service-area median for the same quarter. The map colour uses utilisation delta from the national median, where higher utilisation is greener and lower utilisation is redder.",Near national median,1596.0,185.0,185.0,226.0,437446000.0,7971.0,226453.0,suppression_present
2025Q3,2025 Q3,2025-03-31,ndia_service_area,Central Highlands,Central Highlands,Inner Regional Australia,Capital,Capital,Capital,Capital,13479000.0,0.0298869842283464,0.029324169530354993,1653.459273797841,59522.28497745669,0.0243218893369776,0.024519109243114377,1.228810139470043,1.2189261825137252,0.0243218893369776,0.024519109243114377,-2509852.2309124395,-2420906.250464659,-0.005565094891368798,-0.005367874985232023,0.0,13874260.481099656,395260.48109965585,0.24947916666666667,0.584375,0.434375,0.453125,0.42764583333333334,0.36410590277777777,0.3958758680555555,75.0,monitor,0.416875,0.40173611111111107,0.4458333333333333,0.359375,8.591319604762266,6.545974832043289,0.0,,,,,0.2760416666666667,Benchmark opportunity index,"Atlas benchmark fields compare each service area with the national service-area median for the same quarter. The map colour uses utilisation delta from the national median, where higher utilisation is greener and lower utilisation is redder.",Near national median,1588.0,176.0,176.0,215.0,450999000.0,8152.0,226453.0,suppression_present
2025Q4,2025 Q4,2025-06-30,ndia_service_area,Central Highlands,Central Highlands,Inner Regional Australia,Capital,Capital,Capital,Capital,14083000.0,0.0299679742943172,0.04481044587877436,1707.237240877682,62189.50510702,0.0248746914516048,0.025308771034546748,1.204757628958803,1.1840944095393091,0.0248746914516048,0.025308771034546748,-2393511.8726900984,-2189522.6838802733,-0.005093282842712401,-0.004659203259770452,0.0,14714065.50931078,631065.5093107801,0.24531249999999996,0.684375,0.421875,0.43333333333333335,0.44397916666666665,0.4052517361111111,0.4246154513888889,65.0,monitor,0.43499999999999994,0.4548611111111111,0.4395833333333334,0.48124999999999996,8.648586539369436,6.5258213308748765,-0.010000000000000009,,,,,0.4020833333333333,Benchmark opportunity index,"Atlas benchmark fields compare each service area with the national service-area median for the same quarter. The map colour uses utilisation delta from the national median, where higher utilisation is greener and lower utilisation is redder.",Near national median,1643.0,170.0,170.0,209.0,469935000.0,8249.0,226453.0,suppression_present
2026Q1,2026 Q1,2025-09-30,ndia_service_area,Central Highlands,Central Highlands,Inner Regional Australia,Capital,Capital,Capital,Capital,15092000.0,0.031462182631591,0.07164666619328264,1805.4791242971648,66645.17582014811,0.0253043492640577,0.025578883238929137,1.243350789355405,1.2300061084648106,0.0253043492640577,0.025578883238929137,-2953832.614571955,-2822142.2357677985,-0.0061578333675333,-0.005883299392661863,0.0,16173291.48618902,1081291.4861890208,0.24635416666666668,0.8854166666666666,0.44375,0.44895833333333335,0.48185416666666664,0.35672743055555556,0.41929079861111107,69.0,monitor,0.38479166666666664,0.3815972222222223,0.4458333333333333,0.353125,8.659522212534206,6.70678134978645,0.010000000000000009,,,,,0.27395833333333336,Benchmark opportunity index,"Atlas benchmark fields compare each service area with the national service-area median for the same quarter. The map colour uses utilisation delta from the national median, where higher utilisation is greener and lower utilisation is redder.",Near national median,1672.0,158.0,158.0,196.0,479687000.0,8359.0,226453.0,suppression_present
2024Q2,2024 Q2,2023-12-31,ndia_service_area,Central Highlands,Central Highlands,Inner Regional Australia,Core,Community Participation Care,Community Participation Care,Community Participation Care,73786000.0,0.1939012019950911,,10552.9176201373,325833.6166886727,0.210220893868755,0.21905395729852709,0.9223688398744389,0.8851755265523107,0.210220893868755,0.21905395729852709,6210197.627452821,9571478.586637706,0.016319691873663916,0.025152755303435997,0.11482447344768931,73786000.0,0.0,0.8517361111111111,0.5005208333333333,0.8333333333333334,0.8010416666666667,0.6937430555555555,0.5905381944444444,0.6421406249999999,13.0,under-indexed support mix,0.4820833333333333,0.50625,0.4458333333333333,0.5583333333333332,6.75565482802633,5.070733267270612,-0.010000000000000009,-0.7735914444903855,1.4484424259220692,-1.5031739359890395,-6.49667226726676,0.43194444444444446,Benchmark opportunity index,"Atlas benchmark fields compare each service area with the national service-area median for the same quarter. The map colour uses utilisation delta from the national median, where higher utilisation is greener and lower utilisation is redder.",Near national median,12934.0,17.0,17.0,58.0,380534000.0,6992.0,226453.0,suppression_present
